"isbn","title","author","summary","pages","year","language","publisher","subjects","genres"
"978-3-8310-3206-8","Für echte Weltallforscher","Morgan, Ben","Dieser Band aus der neuen Reihe ""Ab in die Natur"" vermittelt Inforamtionen zur Stellung der Erde im Sonnensystem, zur Sonne, zum Mond, Sternschnuppen und Kometen, den Sternbildern der Nord- und Südhalbkugel, Sternkarten, der Orientierung am Sternenhimmel, Geburt und Sterben der Sterne bis hin zu den Galaxien und dem Universum. Die Themen und astronomischen Fachbegriffe (z.B. Umlaufbahnen, Fluchtgeschwindigkeit, Zentrifugalkraft) werden durch Farbfotos und -zeichnungen, Beobachtungen mit dem Fernglas und einfache aber ideenreiche Bastelarbeiten und Experimente veranschaulicht. Vgl. zuletzt zu Thema und Altersgruppe aus der Reihe ""National Geographic kids"" (DSN=4126633, 24x vh.) und ""Sterne und Planeten"" (DSN=4020787, 27x vh.). V019 https://www.amazon.de/dp/3831032068/ref=sr_1_1?ie=UTF8&qid=1487750426&sr=8-1&keywords=ab+in+die+natur+weltallforscher","72","2017","ger","Dorling Kindersley","Weltall; Experiment","Kindersachbuch"
"978-3-8310-3279-2","Star Wars - Raumschiffe und Fahrzeuge in 3D","Regan, Lisa","""Dieses einzigartige 3D-Buch mit Brille erweckt die beliebtesten Raumschiffe und Fahrzeuge aus allen Star Wars-Filmen zum Leben. Auf den Doppelseiten sind Raumschiffe und Fahrzuege mit eindrucksvollen Motiven in Szene gesetzt. Zu jedem Schiff gibt es außerdem eine kleine Planzeichnung mit Erklärung der wichtigsten Details, den technischen Informationen und den Piloten."" (Verlagstext). Auch dieser Titel erscheint Ende September. V019/2 https://www.amazon.de/Star-WarsTM-Raumschiffe-Fahrzeuge-3D/dp/3831032793/ref=sr_1_1?ie=UTF8&qid=1495444817&sr=8-1&keywords=9783831032792","47","2017","ger","Dorling Kindersley","","Jugendsachbuch"
"978-3-8310-3301-0","Sweet","Ottolenghi, Yotam","Der Londoner Kultkoch präsentiert in seinem neuen Kochbuch (vgl. ""Genussvoll vegetarisch"", DSN 3725365, 12x; ""Vegetarische Köstlichkeiten"" , DSN 3993004, 11x und ""NOPI"", DSN 4067849, 8x) mit seiner unverwechselbar verfeinerten Aromenküche erstmals die Welt der süßen Genüsse - mit 120 extravaganten Köstlichkeiten.   https://www.amazon.de/SWEET-S%C3%BC%C3%9Fe-K%C3%B6stlichkeiten-Yotam-Ottolenghi/dp/3831033013/ref=sr_1_1?s=books&ie=UTF8&qid=1504615228&sr=1-1&keywords=9783831033010","368","2017","ger","Dorling Kindersley","Dessert; Süßspeise; Feingebäck","Kochbuch; Kochbuch; Kochbuch"
"978-3-8310-3372-0","Kinderschminken leicht gemacht","Harvey, Karen","Sehr ansprechend und übersichtlich gestalteter Bild-Text-Band, der Anleitungen für 30 fantasievolle Schminkgesichter liefert, darunter u.a. Schmeeterlinge, Zombies, Löwen, Feen, Vampire usw. Jedem Motiv ist eine Doppelseite gewidmet. Schritt für Schritt in Wort und Bild wird erläutert in welcher Reihenfolge die Farben aufgetragen und die Effekte erzielt werden, auf der rechten Seite kann das fertig bemalte Gesicht bewundert werden.  Eine Farbpalette zu jedem Schminkvorschlag zeigt welche Farben für die Umsetzung erforderlich sind. Nützlich auch die allgemeinen Infos am Anfang zu Handwerkszeug, Grundtechniken und Spezialeffekten. Keine wirklich aktuellen Vergleichstitel im Bestand, deswegen für alle. Vgl. von 2003 ""Phantastische Gesichter : tolle Schminktipps"" (DSN=3175014 in 111; 117; 133; 143; 146; 147; 148; 150 und 174) und ""Schminken & Verkleiden"" (DSN=3173204 in 019; 112; 129; 133; 134; 141; 145; 146; 173; 174 und 175). V019/2 https://www.amazon.de/Kinderschminken-leicht-gemacht-Prinzessinnen-fantasievolle/dp/3831033722/ref=sr_1_1?ie=UTF8&qid=1498647103&sr=8-1&keywords=9783831033720","64","2017","ger","DK, Dorling Kindersley Verlag","Kind; Schminken","Kindersachbuch"
"978-3-8310-3379-9","Lottes Reise durch den Dschungel","Gersh, Camilla","Zum ersten Mal darf Lotta ihre Mutter auf eine spektakuläre Forschungsreise in den Dschungel Kambodschas begleiten. Eines Tages glaubt Lotte ihren Augen kaum, als die Forschergruppe einen Tiger findet, der in eine hinterhältige Wilderer-Falle geraten ist. Wird es ihnen gelingen das majestätische Tier aus den Fängen der Wilderer zu befreien? (Verl.) Weiterer Band aus der Reihe ""Superleser!"", hier für die 2. Klasse. Reihenüblich mit attraktiven Fotos, Lese-Quiz, Begriffserklärungen und Tipps für die Eltern. (GA 4038839 / zuletzt ""Nächste Station Jupiter"" DS 4149735 38 Ex.)                    https://www.amazon.de/SUPERLESER-Lottes-Reise-durch-Dschungel/dp/383103379X/ref=sr_1_1_twi_har_1?ie=UTF8&qid=1499661571&sr=8-1&keywords=9783831033799","64","2017","ger","Dorling Kindersley Verlag GmbH","Dschungel; Tiere","Kindersachbuch"
"978-3-8310-3380-5","Autos","Sutton, Richard","Illustrierte Geschichte des Automobils und seiner Technik. Ab 10.","72","2018","ger","Dorling Kindersley","Personenkraftwagen","Jugendsachbuch"
"978-3-8310-3421-5","Jamies 5-Zutaten-Küche","Oliver, Jamie","Neuester Titel des britischen Spitzenkochs mit mehr als 130 inspirierenden Rezepten aus nur 5 Hauptzutaten, die schnell und unkompliziert umzusetzen sind und das Jamie-übliche Geschmackserlebnis bieten.   https://www.amazon.de/Jamies-5-Zutaten-K%C3%BCche-Quick-Jamie-Oliver/dp/3831034214/ref=sr_1_1?s=books&ie=UTF8&qid=1502984715&sr=1-1&keywords=9783831034215","320","2017","ger","Dorling Kindersley","Schnellgericht <Speise>","Kochbuch"
"978-3-8310-3499-4","Gemüse für jeden Garten","Buckingham, Alan","Das Standardwerk in einer unveränd. Neuaufl. Die Ausg. 2009 (DSN 3518540,noch 7x) wurde recht gut genutzt. Exx. auf Zustand prüfen.  https://www.amazon.de/Gem%C3%BCse-jeden-Garten-Alan-Buckingham/dp/3831034990/ref=sr_1_1?s=books&ie=UTF8&qid=1518015540&sr=1-1&keywords=9783831034994","352","2018","ger","Dorling Kindersley","Gemüsegarten; Gemüsegarten","Ratgeber"
"978-3-8310-3501-4","Küchenkräuter anbauen und genießen","Cox, Jeff","Neuaufl. des beliebten Standardwerkes (2011: DSN 4202582, noch 3x und recht gute Nutzung).   https://www.amazon.de/K%C3%BCchenkr%C3%A4uter-anbauen-genie%C3%9Fen-mehr-Rezepten/dp/3831035016/ref=sr_1_1?s=books&ie=UTF8&qid=1518017814&sr=1-1&keywords=9783831035014","192","2018","ger","Dorling Kindersley","Kräutergarten; Küchenkräuter","Kochbuch"
"978-3-8310-3543-4","Edelsteine & Kristalle","Symes, Robert F.","Vgl. die z.T. sehr gut entliehene Vorauflage von 2012 (DSN=3789994, 20x vh.). Ergänzt den Band ""Gesteine & Mineralien"" aus der gleichen Reihe (DSN=4197187, 37x vh.). Kaum Vergleichstitel zum Thema im Bestand.https://www.amazon.de/memo-Wissen-entdecken-Edelsteine-Kristalle/dp/3831035431/ref=sr_1_1?s=books&ie=UTF8&qid=1531293869&sr=1-1&keywords=9783831035434","72","2018","ger","Dorling Kindersley","Edelstein; Kristall","Jugendsachbuch; Jugendsachbuch"
"978-3-8310-3551-9","Weltwunder","Jackson, Tom","Vgl. die Vorauflage (DSN=3996315 in 019; 123; 130; 133; 145; 148; 172; 174 und 175), sowie den Was-ist-Was Titel ""Die sieben Weltwunder : Schätze der Antike"" (DSN=3937598, 25x vh.). Als Ersatz für ältere Titel wie ""Weltwunder"" (DSN=3352172 in 019; 118; 133; 134; 145; 146 und 175) und ""Wunder der Welt"" (DSN=3398217 in 112; 126; 141; 145 und 146). https://www.amazon.de/memo-Wissen-entdecken-Weltwunder-Schluchten/dp/3831035512/ref=sr_1_1?s=books&ie=UTF8&qid=1530167141&sr=1-1&keywords=9783831035519","72","2018","ger","Dorling Kindersley","Sieben Weltwunder","Jugendsachbuch"
"978-3-8310-3658-5","Disney Ideen Buch","Dowsett, Elizabeth","Ein Bastelbuch für Disney-Fans mit einfachen Schritt-für-Schritt-Anleitungen: Über 100 Bastel-, Spiel- und Deko-Ideen mit den Lieblingsfiguren aus den Disney- und Pixar-Animationsfilmen können einfach und mit praktischen Alltagsgegenständen nachgemacht werden. Das Bastelbuch ist in fünf Kapitel gegliedert: Fantasie-Spiele, Spiele, Kunst, Aktivitäten und Basteln. Jede Bastelidee wird mit anschaulichen Fotos und leicht verständlichen Anleitungen Schritt für Schritt erläutert. In Extrakästen wird der Bezug zum Disney-Film erklärt. Weiteres Extra: 10 Seiten Mustervorlagen. Attraktiver Titel!   https://www.amazon.de/Disney-Ideen-Buch-Bastel-Spielideen/dp/3831036586/ref=sr_1_1?ie=UTF8&qid=1550473729&sr=8-1&keywords=9783831036585","198","2020","ger","Dorling Kindersley","Figur; Basteln","Kindersachbuch"
"978-3-8310-3669-1","Besser leben mit Yoga","Durgananda <Swami>","Ein ganzheitliches Yoga-Programm für zu Hause; mit Übungen für Anfänger, Geübte und Fortgeschrittene und Kapiteln zu Atmung, Entspannung, positivem Denken und yogischer Ernährung.","256","2018","ger","Dorling Kindersley","Yoga; Hatha-Yoga","Ratgeber; Übungssammlung"
"978-3-8310-3755-1","So bleibt Ihr Gedächtnis fit!","Michelon, Pascale","Bis auf das Cover weitgehend unveränderte Neuauflage des Titels von 2012 (DSN 3831560 in 051, 150, 117, 148, 144, 143, 112, 118), der weiterhin zum Thema sehr empfohlen werden kann - daher gerne bei Verschleiß oder auch zur Erstanschaffung. V 051 https://www.amazon.de/bleibt-Ihr-Gedächtnis-fit-Trainingsbuch/dp/3831037558/ref=sr_1_1?ie=UTF8&qid=1549362002&sr=8-1&keywords=9783831037551","192","2019","ger","Dorling Kindersley","Denktraining; Denkspiel; Mnemotechnik","Ratgeber"
"978-3-8310-3811-4","Hunde","Clutton-Brock, Juliet","Die mittlerweile mit über 140 Titeln eingeführte DK-Reihe ""Memo-Wissen entdecken"" (GA 03763454) bringt auch bei dem ""Hunde""-Titel eine Neuauflage heraus, vergleiche auch den ""Spione""-Titel auf dieser Liste. Zum Ersatz der Vorauflage von 2011 (DSN 03763627 in 019; 112; 117; 118; 126; 128; 141; 143; 145; 148; 150; 172; 173; 174; 175). Allen empfohlen. Erscheint am 29.6.2019.  https://www.amazon.de/memo-Wissen-entdecken-Hunde-Labrador/dp/3831038112/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783831038114&qid=1561458344&s=gateway&sr=8-1","72","2019","ger","Dorling Kindersley","Hund","Jugendsachbuch"
"978-3-8310-3814-5","Erfindungen für clevere Kids","Farndon, John","Die wichtigsten Erfindungen von den ersten Steinwerkzeugen bis zur Weltraumforschung. Mehr als 700 für die Menschheit wichtige Ideen und ihre Umsetzung, mit mehr als 1.500 Grafiken, zahlreichen Steckbriefen und Zeitleisten. Eingeteilt in sieben Themenblöcke, in attraktiver DK-Aufmachung. (nach Verl.) Vergleiche auch für die etwas älteren Kinder ""Geniale Entdeckungen und Erfindungen"" (DSN 04186242 in 019; 129; 130; 132; 133; 134; 141; 143; 146; 173).      https://www.amazon.de/Erfindungen-f%C3%BCr-clevere-Kids-Abbildungen/dp/3831038147/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783831038145&qid=1572955011&sr=8-1","304","2019","ger","Dorling Kindersley","Erfindung; MINT-Fächer","Kindersachbuch; Beispielsammlung; Kindersachbuch"
"978-3-8310-3978-4","LEGO® NINJAGO® Masters of Spinjitzu - Lexikon der Minifiguren","Sipi, Claire","Umfangreiches Ninjago-Nachschlagewerk, im Vergleich zur VA von 2017 (DSN 04134485 in 111; 117; 125; 132; 148; 172; 173; 174; 175 + 47 Lösch-Ex.) mit über 120 Minifiguren mehr. Zuletzt für etwas jüngere Kinder und weniger umfangreich: ""LEGO Ninjago Masters of Spinjitzu - Das große Ninja-Lexikon"" (DSN 04284279 in 112; 117; 123; 125; 126; 128; 129; 132; 133; 134; 141; 143; 144; 145; 146; 147; 148; 150; 172; 174; 175; 176; 505; 508, insges. 45 Ex.). Zur Neu- und Ersatzbeschaffung für alle.      https://www.amazon.de/LEGO%C2%AE-NINJAGO%C2%AE-Lexikon-Minifiguren-Neuausgabe/dp/383103978X/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783831039784&qid=1585554609&sr=8-1","223","2020","ger","Dorling Kindersley","LEGO; Figur; Ninjago","Kindersachbuch"
"978-3-8310-3980-7","LEGO Star Wars - Lexikon der Minifiguren","Dowsett, Elizabeth","Vorankündigung: Aktualisierte, allerdings in der Seitenzahl reduzierte Neuausgabe des Lexikon-Bestsellers, Titel erscheint laut Verlag im März 2020. Vgl. die Vorauflage von 2016 (DSN 04115457, 17 Ex.), von 2012 (DSN=3793612, 9x vh.) und von 2009 (DSN=3685931, 4x vh.).    https://www.amazon.de/LEGO%C2%AE-Star-WarsTM-Lexikon-Minifiguren/dp/3831039801/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783831039807&qid=1580736036&sr=8-1","223","2021","ger","Dorling Kindersley","LEGO; Modellbau","Jugendsachbuch"
"978-3-8310-4006-3","Dinosaurier","Woodward, John","Neuauflage des DK-Knallertitels aus dem Jahr 2015 (DSN 04069911 in 111; 123; 125; 129; 133; 141; 144; 148; 150; 172; 174; 175; 176): umfangreich, informativ und atemberaubend illustriert. Zur Neu- und Ersatzbeschaffung für alle.     https://www.amazon.de/Wissen-Dinosaurier-Urzeitriesen-spektakul%C3%A4ren-Bildern/dp/3831040060/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9783831040063&qid=1585303864&s=books&sr=1-1","208","2020","ger","Dorling Kindersley","Dinosaurier","Jugendsachbuch"
"978-3-8310-4071-1","UEFA Euro 2020: Das offizielle Buch zur EM 2020","Pettman, Kevin","Vorankündigung (eigentlich schon für EM 2020): ""Mit diesem offiziellen Buch werden junge Fußballfans zu echten EM-Experten. Es enthält alle wichtigen Informationen über das Turnier, das am 12. Juni 2020 beginnt, und präsentiert spektakuläre Fotos und spannende Fakten sowie Statistiken und EM-Rekorde. Alle teilnehmenden Mannschaften und ihre größten Fußballstars werden vorgestellt, darunter Manuel Neuer, Cristiano Ronaldo, Robert Lewandowski u.v.m. Auch die zwölf Austragungsorte des Turniers, das in mehreren Ländern stattfindet, sind enthalten."" (Verl.) Titel erscheint nun voraussichtlich am 20. April 2021.      https://www.amazon.de/UEFA-Euro-2020-Top-Spieler-Mannschaften/dp/3831040710/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=UEFA+Euro+2020&qid=1579088999&s=books&sr=1-1","61","2021","ger","Dorling Kindersley","Fußball-Europameisterschaft <16., 2020>","Kindersachbuch"
"978-3-8310-4147-3","LEGO NINJAGO - Lexikon der Minifiguren","Sipi, Claire","Umfangreiches Ninjago-Nachschlagewerk mit über 200 Minifiguren, VA von 2020 (DSN 04304576 in 112; 123; 125; 129; 132; 133; 141; 143; 144; 145; 146; 148; 150; 172; 173; 174; 175).       https://www.amazon.de/LEGO%C2%AE-NINJAGO%C2%AE-Lexikon-Minifiguren-Neuausgabe/dp/3831041474/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=9783831041473&qid=1621414091&sr=8-1","223","2021","ger","Dorling Kindersley","LEGO; Figur; Ninjago","Kindersachbuch"
"978-3-8310-4326-2","Demokratie für Kids","Paxmann, Christine","Vorankündigung: ""Wer bestimmt in Deutschland? Und wer entscheidet darüber, wer bestimmen darf? Wie funktioniert eine Wahl? Was ist eine Partei? Kinder haben viele Fragen, auch zu komplexen Themen wie Politik. Dabei muss Politik gar nicht staubtrocken sein! Dieses Buch erklärt kindgerecht und mit vielen Beispielen aus dem Alltag, wie Politik und Demokratie in unserem Land funktionieren."" (Verl.) Attraktiver DK-Titel, PÖ-Schwerpunkt, erscheint am 27.07.2021. Zuetzt ""Politik und Demokratie"" (DSN 04231274 in 118; 123; 125; 126; 128; 129; 133; 141; 143; 145; 146; 147; 148; 150; 172; 175).     https://www.amazon.de/Demokratie-f%C3%BCr-Kids-regieren-funktionieren/dp/3831043264/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=9783831043262&qid=1621415920&sr=8-1","77","2021","ger","DK","Demokratie","Kindersachbuch"
"978-3-8310-4481-8","Wo bist du, kleiner Delfin?","Unstead, Sue","Vorankündigung: Nur beim Cover aktualisierte Auflage des Titels von 2016 (DSN 04089868 in 111; 112; 117; 118; 123; 125; 128; 129; 132; 133; 141; 143; 144; 145; 146; 147; 148; 150; 171; 172; 173; 174; 175), aber diesmal mit Silbenmethode, erscheint am 20.6.22, zur Neu- und Ersatzbeschaffung.                  https://www.amazon.de/SUPERLESER-bist-kleiner-Delfin-Sach-Geschichten-dp-3831044813/dp/3831044813/ref=dp_ob_title_bk","48","2022","ger","Dorling Kindersley","Delphine <Familie>","Kindersachbuch"
"978-3-8310-4482-5","Insekten top getarnt","Buller, Laura","Weiterer neuer Titel aus der Superleser-Reihe (GA 04388839) wieder mit der Silbenmethode in neuer Optik. Die VA ohne Silbenmethode erschien 2016 (DSN 04089060  in 147; 171). Bei Bedarf für alle.                     https://www.amazon.de/SUPERLESER-Insekten-getarnt-Sach-Geschichten-Silbenmethode/dp/3831044821/ref=sr_1_fkmr1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2K805RZLINL27&keywords=insekten+topf+getarnt&qid=1668666934&sprefix=insekten+top+getarnt%2Caps%2C68&sr=8-1-fkmr1","48","2022","ger","DK","Insekten; Tarnung","Kindersachbuch"
"978-3-8310-4487-0","Die geheime Welt der Haie","Foreman, Niki","Nur beim Cover aktualisierte Auflage des Titels von 2019 (DSN 04279397 nur in 019), zur Neubeschaffung.                      https://www.amazon.de/SUPERLESER-geheime-Welt-Haie-Sach-Geschichten-dp-3831044872/dp/3831044872/ref=dp_ob_title_bk","63","2022","ger","DK","Haie <Ordnung>","Kindersachbuch"
"978-3-8310-4679-9","Frieden für Kids erklärt","Paxmann, Christine","Was ist Frieden? Warum gibt es Krieg? Wie funktionieren Versöhnung und Diplomatie? Und gibt es eigentlich eine Weltpolizei? Kinder haben so einige Fragen, wenn es um komplexe Themen wie Politik und Frieden geht. Dieses illustrierte Kinderbuch stellt den Frieden in den Fokus und betrachtet ihn auf zwischenmenschlicher, gesellschaftlicher und politischer Ebene. Die Erzählung beginnt beim alltäglichen Konflikte lösen in einer Familie und spannt den Bogen zum aktuellen Weltgeschehen. (Nach Verl.) Kein wirklicher Vergleichstitel. In der gleichen Aufmachung wie ""Demokratie für Kids"" (DSN 04351930 in 111; 112; 115; 123; 125; 128; 132; 133; 143; 145; 148; 150; 171; 172; 173; 174).                               https://www.amazon.de/Frieden-f%C3%BCr-Kids-erkl%C3%A4rt-Illustriertes/dp/3831046794/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3MATMQIDWTGWN&keywords=9783831046799&qid=1688996407&sprefix=9783831046799+%2Caps%2C161&sr=8-1","80","2023","ger","DK","Friede","Kindersachbuch"
"978-3-8310-4719-2","Bakterien und Viren","Mould, Steve","In diesem fesselnden Sachbuch entführt YouTube-Star und Wissenschaftler Steve Mould Kinder in die faszinierende Welt der Mikroorganismen. Diese winzigen Helfer sind zwar mit bloßem Auge nicht zu sehen, aber in ihnen schlummern echte Superkräfte! Ob in der Luft oder auf dem Meeresboden – Bakterien, Viren, Pilze und Algen sind unverzichtbar für das Leben auf der Erde. Dieses außergewöhnliche Sachbuch zeigt, was ein leuchtender Tintenfisch, ein Pilz und Kleinstlebewesen in der Erde gemeinsam haben, und warum es Lebensmittel wie Käse, Joghurt oder Brot ohne Bakterien gar nicht gäbe. Es meistert den Spagat zwischen ""eklig!"" und ""cool!"" und stellt mit vielen witzigen Comic-Illustrationen unsere mikrobiellen Mitbewohner vor. (Verlagstext) - überarbeitete Neuausgabe, jetzt auch mit Wissen zu Pandemien und Impfstoffen - Voraufl. von 2018 DSN 04236875 (019; 111; 117; 125; 128; 129; 133; 141; 143; 144; 145; 146; 147; 148; 150; 171; 173; 174; 175 - Zuletzt ""Monster-Mikroben"" (2021, 04336224: 019; 111; 117; 118; 123; 125; 126; 128; 129; 133; 141; 144; 145; 146; 148; 171; 172; 173; 174; 175) und ""Die spannende Welt der Viren und Bakterien"" (2021, 04341295: 019; 051; 111; 112; 115; 117; 123; 126; 128; 130; 133; 141; 142; 143; 144; 145; 146; 148; 171; 172; 173; 174)                   https://www.amazon.de/Superstark-Superschlau-Bakterien-Viren-Unterhaltsames/dp/3831047197","76","2024","ger","DK","Mikrobiologie","Kindersachbuch"
"978-3-8310-4814-4","LEGO Ninjago - Die geheime Welt der Ninja","Last, Shari","Das Buch stellt bekannte und aktuelle Figuren und Abenteuer vor – in witzigen Texten und mit zahlreichen Fotos der LEGO® Ninjago® Sets und der TV-Serie. Ähnliche Übersichten zu finden bei DSN 04351922 04304576 04284279.                        https://www.amazon.de/LEGO%C2%AE-NINJAGO%C2%AE-geheime-Welt-Ninja/dp/3831048142","95","2024","ger","Dorling Kindersley","LEGO; Figur; Ninjago","Kindersachbuch"
"978-3-8310-4815-1","LEGO Harry Potter Ideen Buch","March, Julia","Die Magie von Hogwarts zum Nachbauen: Über 200 Bauideen für die eigene LEGO® Harry Potter™ Welt wie etwa die Plattform 9 3⁄4, der Verbotene Wald oder noch weitere legendäre Filmszenen, ikonische Schauplätze oder fantastische Objekte und Spiele für Zauberer, Hexen und Muggel.             https://www.amazon.de/LEGO%C2%AE-Harry-PotterTM-Ideen-Buch/dp/3831048150/ref=sr_1_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=18N1305TPHQTO&dib=eyJ2IjoiMSJ9.E1kPuBP6RR4SbRMeqVuv4LYZSUGki8PoJsrv3zAbEDFL95rJFMgK_9VUnbXsOJK7RMEXfxS29vREUAWT8qzxVtwYsBqZx6Ef9sT29mxLxM1oLLoIuPCJNgFgTKc7wNY9g6httyzPAdd4_f5vvkjqkF7V-mwQAqDqQZeVwv7VdlkA2J16gOfCJ_siqAMcsb8oJZTUa1f2bXxXkTj92uaPwrhrFslLryzpG1KC3627Nao.vq90jt5uzgJWtrwQfJC06nAhbcuG6tztYClNlKEyvto&dib_tag=se&keywords=LEGO+Harry+Potter+Ideen+Buch&qid=1705650195&sprefix=lego+harry+potter+ideen+buch%2Caps%2C175&sr=8-1","199","2024","ger","DK","LEGO; Rowling, Joanne K. / Harry Potter","Kindersachbuch"
"978-3-8317-1594-7","KulturSchock Afghanistan","Thiel, Susanne","Ersatz für die Erstauflage 2007 (DSN 3404638, in 051,146). -  https://www.amazon.de/Reise-Know-How-KulturSchock-Afghanistan-Verhaltensregeln/dp/3831715947/ref=sr_1_1?s=books&ie=UTF8&qid=1516804981&sr=1-1&keywords=9783831715947","276","2018","ger","Reise Know-How-Verl. Rump","Landeskunde; Reise","Ratgeber"
"978-3-8317-1630-2","KulturSchock Australien","Gilissen, Elfi H. M.","Aktualisierte Neuauflage innerhalb der ebenso bewährten wie empfehlenswerten ""KulturSchock""-Reihe (s.a. ""Thailand"" und ""Chile"" auf dieser Liste). Da Vorauflagen nicht mehr im System vorhanden sind und Vergleichstitel fehlen, vorrangig zur Ergänzung der entsprechenden Reiseführerliteratur empfohlen. -  https://www.amazon.de/KulturSchock-Australien-Elfi-H-Gilissen/dp/3831716307/ref=sr_1_1?s=books&ie=UTF8&qid=1543570340&sr=1-1&keywords=9783831716302","360","2019","ger","Reise Know-How Verl. Rump","Landeskunde; Reise","Ratgeber"
"978-3-8317-2111-5","KulturSchock Chile","Schönfeld, Cindy","Aktualisierte Neuauflage (Voraufl. nur in 051) des Reiseratgebers mit vertiefenden Informationen zu Alltag, politisch-sozialen Verhältnissen sowie kulturellen Eigenheiten der Chilenen mit praktischen Verhaltenstipps. Da auf schnell veraltende Informationen weitgehend verzichtet wird, länger einsetzbar und neben der entsprechenden Reiseführerliteratur zu empfehlen. Keine Vergleichstitel im Zweigstellenbestand! -  https://www.amazon.de/Reise-Know-How-KulturSchock-Chile-Verhaltensregeln/dp/3831721114/ref=sr_1_1?s=books&ie=UTF8&qid=1543568656&sr=1-1&keywords=9783831721115","276","2019","ger","Reise Know-How Verl. Rump","Landeskunde; Reise","Ratgeber"
"978-3-8317-2154-2","City-Trip Athen","Brinke, Margit","Ersatz für die abzuschreibende Auflage 2009 (DSN 3544950, in 143,147,148). Zuletzt wurde der entsprechende Marco-Polo-Kurzführer 2017 (DSN 4122980, 10x) angeboten. - V051/2 -  https://www.amazon.de/Reise-Know-How-CityTrip-Athen-Reisef%C3%BChrer/dp/3831721548/ref=sr_1_1?s=books&ie=UTF8&qid=1524656620&sr=1-1&keywords=9783831721542&dpID=517xPvh8qFL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","144","2018","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-2186-3","CityTrip Havanna","Sobisch, Jens","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. Zuletzt auf Liste: ""Havanna"", 2009, DSN=3575176, 051, 146, 141, 143. V051  http://www.amazon.de/Reise-Know-How-CityTrip-Havanna-City-Faltplan/dp/3831721866/ref=sr_1_1?s=books&ie=UTF8&qid=1358859933&sr=1-1","144","2013","ger","Reise Know-How","","Führer"
"978-3-8317-2352-2","Agadir, Marrakesch und Südmarokko","Därr, Erika","NB-Titel. 5.Aufl. 2008, DSN=3434622, 141,148, 6.Aufl.2010, DSN=3692920, 7 Ex.  http://www.amazon.de/Reise-Know-How-S%C3%BCdmarokko-Reisef%C3%BChrer-individuelles/dp/3831723524/ref=sr_1_1?ie=UTF8&qid=1389089524&sr=8-1&keywords=9783831723522","660","2015","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2445-1","Costa de la Luz","Fründt, Hans-Jürgen","Der farbig illustrierte Individualreiseführer über die südwestspanische Atlantikküste von Gibraltar bis zur portugiesischen Grenze stellt detailliert Städte, Küstenorte, Strände mit Landeskunde, umfangreichen Reisetipps und Stadtplänen vor. Zuletzt auf Liste:""Costa de la Luz"", 2011, DS=3748969, 11 Ex. Zur Bestandserneuerung!    http://www.amazon.de/Reise-Know-How-Costa-Luz-individuelles/dp/3831724458/ref=sr_1_1?ie=UTF8&qid=1398347674&sr=8-1&keywords=9783831724451","360","2014","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2631-8","City-Trip Potsdam","Krull, Stefan","NB-Titel. 1.Aufl.2011, DS=3763889, 051, 2.Aufl.2013, DS=3860645, 6 Ex.   http://www.amazon.de/Reise-Know-How-CityTrip-Potsdam-Reisef%C3%BChrer/dp/3831726310/ref=sr_1_1?ie=UTF8&qid=1423665043&sr=8-1&keywords=9783831726318","144","2015","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2721-6","City-Trip Graz","Krasa, Daniel","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. Bisher Führer zu Graz nur in 051.","144","2016","ger","Reise Know-How Verl. Rump","","Führer"
